stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type
Gera Hbf,395127,545347,50.883423,12.077092,
Gießen,427805,303848,50.579884,8.663799,
Gießen Bahnhof,,427805,50.579884,8.663799,1
Gliwice,,630328,50.301105,18.677158,1
Gliwice,630328,138844,50.301105,18.677158,
Glogow,,487706,51.668957,16.079712,1
Glogow,487706,484749,51.668957,16.079712,
Gniezno,,541607,52.52965,17.602184,1
Gniezno,541607,261458,52.52965,17.602184,
Golling-Abtenau,,22450,47.60081,13.164054,1
Golling-Abtenau,22450,367045,47.60081,13.164054,
Gotha,,304099,50.93905,10.712328,1
Gotha,304099,50985,50.93907,10.712568,
Graz Hbf,,109868,47.072296,15.416437,1
Graz Hbf,109868,257846,47.072296,15.416437,
Greifswald,,452836,54.092926,13.370264,1
Greifswald,452836,171083,54.092922,13.370262,
Greifswald,452836,582724,54.092854,13.370516,
Greifswald,452836,584327,54.092815,13.370453,
Györ,,135038,47.68198,17.63479,1
Györ,135038,33765,47.68198,17.63479,
Gäufelden,,516498,48.559715,8.850103,1
Gäufelden,516498,394920,48.559734,8.85004,
Göppingen,,560803,48.70012,9.652344,1
Göppingen,560803,457383,48.699856,9.652146,
Göttingen,,36404,51.53672,9.925875,1
Göttingen,36404,13963,51.53698,9.925599,
Göttingen,36404,182048,51.53674,9.925647,
Göttingen,36404,234588,51.536682,9.926424,
Göttingen,36404,408511,51.536865,9.92561,
Göttingen,36404,498838,51.53667,9.925681,
Günzburg,,75581,48.460564,10.27926,1
Günzburg,75581,236170,48.46052,10.27926,
Gütersloh Hbf,229485,360456,51.906822,8.384893,
Gütersloh Hbf,229485,41696,51.90686,8.38483,
"Gütersloh, Hbf/ZOB",,229485,51.906944,8.385072,1
HER Wanne-Eickel Hbf,,590356,51.531254,7.16578,1
Hagen Hbf,,343917,51.361965,7.461802,1
Hagen Hbf,343917,199487,51.363895,7.460877,
Hagen Hbf,343917,329653,51.36179,7.460302,
Hagen Hbf,343917,476082,51.362637,7.460589,
Hagen Hbf,343917,481382,51.363895,7.460697,
Hagen Hbf,343917,556817,51.362747,7.460249,
Hagen Hbf,343917,61936,51.36264,7.46049,
Halle(Saale)Hbf,,179932,51.47751,11.987085,1
Halle(Saale)Hbf,179932,503177,51.47751,11.987085,
Hallein,,486023,47.68517,13.099434,1
Hallein,486023,111397,47.68517,13.099434,
Hamburg Dammtor,241218,236442,53.560757,9.989569,
Hamburg Hbf,377191,323178,53.552357,10.007322,
Hamburg Hbf,377191,371803,53.55274,10.006905,
Hamburg Hbf,377191,380814,53.552383,10.007493,
Hamburg Hbf,377191,482114,53.55187,10.007726,
"Hamburg, Bergedorf",,318214,53.489857,10.205968,1
"Hamburg, Hamburg Dammtor",,241218,53.560783,9.989403,1
"Hamburg, Hamburg Hbf",,377191,53.552753,10.007925,1
"Hamburg, Hamburg-Altona",,342285,53.55325,9.935405,1
"Hamburg, Hamburg-Harburg",,336192,53.456375,9.990947,1
Hamburg-Altona,342285,468118,53.552692,9.935181,
Hamburg-Bergedorf,318214,272491,53.48955,10.206101,
Hamburg-Bergedorf,318214,539837,53.48963,10.205985,
Hamburg-Harburg(S),336192,625635,53.455902,9.991704,
"Hamm (Westf), Hauptbahnhof",,53633,51.678078,7.807824,1
Hamm(Westf)Hbf,53633,111466,51.678593,7.808121,
Hamm(Westf)Hbf,53633,126219,51.678078,7.807821,
Hamm(Westf)Hbf,53633,15858,51.67856,7.807896,
Hamm(Westf)Hbf,53633,168278,51.678616,7.808291,
Hamm(Westf)Hbf,53633,332950,51.678436,7.807007,
Hamm(Westf)Hbf,53633,351365,51.678513,7.807617,
Hamm(Westf)Hbf,53633,491692,51.6785,7.807492,
Hamm(Westf)Hbf,53633,626233,51.678474,7.807276,
Hanau Hauptbahnhof,,497659,50.121346,8.928415,1
Hanau Hbf,497659,143937,50.121346,8.928415,
Hannover Hauptbahnhof,,297692,52.37649,9.74107,1
Hannover Hbf,297692,111841,52.376762,9.741021,
Hannover Hbf,297692,307696,52.37734,9.741547,
Hannover Hbf,297692,319317,52.37746,9.74169,
Hannover Hbf,297692,327930,52.3777,9.741798,
Hannover Hbf,297692,363717,52.376934,9.740981,
Hannover Hbf,297692,403421,52.37715,9.741295,
Hannover Hbf,297692,500416,52.37726,9.74143,
Hannover Hbf,297692,521210,52.377087,9.741169,
Hannover Hbf,297692,548009,52.377613,9.741834,
Hannover Hbf,297692,64662,52.37751,9.741717,
Hannover Messe / Laatzen,,319138,52.317486,9.792149,1
Hannover Messe/Laatzen,319138,39829,52.317005,9.792903,
Hannover Messe/Laatzen,319138,482637,52.316975,9.792607,
Hannover Messe/Laatzen,319138,612888,52.3169,9.792863,
Hauptbahnhof,257226,49509,50.97211,11.037261,
Hauptbahnhof (oben),,528175,48.784878,9.182794,1
Hauptbahnhof A1,94766,537447,54.315235,10.131234,
Hegyeshalom,,279958,47.913975,17.145296,1
Hegyeshalom,279958,129121,47.913975,17.145296,
Hegyeshalom(Gr),,249305,47.93826,17.095844,1
Hegyeshalom(Gr),249305,586238,47.93826,17.095844,
Heide(Holst),,345762,54.192932,9.101242,1
Heide(Holst),345762,218201,54.19317,9.100833,
Heide(Holst),345762,433172,54.19306,9.101122,
Heidelberg Hbf,201972,216528,49.404106,8.675013,
Heidelberg Hbf,201972,245733,49.40357,8.675442,
Heidelberg Hbf,201972,279352,49.403625,8.674905,
Heidelberg Hbf,201972,343433,49.40351,8.674815,
Heidelberg Hbf,201972,45102,49.403843,8.675138,
Heidelberg Hbf,201972,543137,49.40392,8.674851,
Heidelberg Hbf,201972,69290,49.40382,8.674716,
Heidelberg Hbf,201972,83335,49.40359,8.67451,
"Heidelberg, Hauptbahnhof",,201972,49.404316,8.676243,1
"Helmstedt, Bahnhof",,600914,52.22207,11.010093,1
"Helmstedt, Bahnhof",600914,201619,52.222256,11.009923,
"Helmstedt, Bahnhof",600914,393641,52.222286,11.009869,
Hengelo,,595014,52.261852,6.793726,1
Hengelo,595014,576107,52.261852,6.793726,
Herford,192163,152586,52.119358,8.663667,
Herford,192163,187670,52.11952,8.663236,
Herford,192163,293081,52.119453,8.663415,
"Herford, Bahnhof",,192163,52.11961,8.66364,1
Hermsdorf-Klosterlausnitz,,505591,50.90385,11.858619,1
Hermsdorf-Klosterlausnitz,505591,399905,50.903778,11.858626,
Herrenberg,,72449,48.593956,8.862626,1
Herrenberg,72449,316455,48.594112,8.862716,
Herrenberg,72449,446370,48.593933,8.862895,
Herrenberg,72449,586417,48.59399,8.862662,
Herzogenrath,,355453,50.870914,6.094486,1
Herzogenrath,355453,394471,50.870914,6.094486,
Hildesheim Hauptbahnhof,,288987,52.159668,9.952588,1
Hildesheim Hbf,288987,12134,52.160027,9.952812,
Hildesheim Hbf,288987,268721,52.160275,9.952633,
Hilversum,,133705,52.22667,5.181399,1
Hilversum,133705,230743,52.22667,5.181399,
Hochfilzen,,474986,47.467712,12.626525,1
Hochfilzen,474986,200960,47.467712,12.626525,
Hohenems,,606086,47.364708,9.681001,1
Hohenems,606086,223153,47.364708,9.681001,
Homburg (Saar) Hbf,,513640,49.32808,7.337035,1
Homburg(Saar)Hbf,513640,19836,49.327637,7.336362,
Homburg(Saar)Hbf,513640,377284,49.327587,7.33657,
Hopfgarten im Brixental,,157222,47.455353,12.14918,1
Hopfgarten im Brixental,157222,547611,47.455353,12.14918,
Horb,148174,130483,48.44146,8.688829,
Horb,148174,558373,48.441597,8.688775,
Horb Bahnhof/ZOB,,148174,48.441853,8.688892,1
Hude,200232,137200,53.10937,8.461016,
Hude(Oldb),,200232,53.10937,8.460953,1
Husum,,178302,54.472015,9.056272,1
Husum,178302,411760,54.472088,9.055957,
Immenstadt,,503514,47.559204,10.213997,1
"Immenstadt, Bahnhof",503514,15690,47.559406,10.212785,
"Immenstadt, Bahnhof",503514,401987,47.559464,10.212461,
Imst-Pitztal,,312251,47.219074,10.76167,1
Imst-Pitztal,312251,193177,47.219074,10.76167,
Ingolstadt Hbf,,236416,48.74455,11.437341,1
Ingolstadt Hbf,236416,248002,48.744904,11.436021,
Ingolstadt Hbf,236416,326706,48.745197,11.436111,
"Ingolstadt, Hauptbahnhof",236416,240453,48.745193,11.435967,
Innsbruck Hauptbahnhof,,261855,47.263332,11.40051,1
Innsbruck Hbf,261855,91496,47.263237,11.401028,
Inowroclaw,,401446,52.804947,18.24406,1
Inowroclaw,401446,454123,52.804947,18.24406,
Interlaken Ost,,202686,46.6905,7.869,1
Interlaken Ost,202686,251054,46.6905,7.869,
Interlaken West,,537629,46.68295,7.851366,1
Interlaken West,537629,62022,46.68295,7.851366,
"Iserl., Letmathe Bf",,616487,51.362835,7.618396,1
Itzehoe,,114031,53.92408,9.510151,1
Itzehoe,114031,106604,53.923794,9.510167,
Jaroslaw,,343394,50.01067,22.677896,1
Jaroslaw,343394,345165,50.01067,22.677896,
Jena Paradies,,595101,50.924854,11.587468,1
Jena Paradies,595101,322893,50.924854,11.587461,
Jena West,,503788,50.923286,11.57785,1
Jena West,503788,269532,50.923286,11.577848,
Jena-Göschwitz,,509007,50.8838,11.593217,1
Jena-Göschwitz,509007,104641,50.88394,11.593537,
Jenbach,,595128,47.388447,11.778454,1
Jenbach,595128,157768,47.388447,11.778454,
Jesenice(Gr),,413248,46.48141,14.020333,1
Jesenice(Gr),413248,49113,46.48141,14.020333,
Jesenice(SL),,5340,46.436325,14.054913,1
Jesenice(SL),5340,34047,46.436325,14.054913,
Jüterbog,307770,585005,51.997135,13.053549,
"Jüterbog, Bahnhof",,307770,51.997562,13.054871,1
Kaiserslautern Hbf,444496,209435,49.435856,7.768559,
Kaiserslautern Hbf,444496,46435,49.435905,7.768532,
"Kaiserslautern, Hbf",,444496,49.436264,7.768253,1
Karlsruhe Hauptbahnhof,,526503,48.993347,8.401036,1
Karlsruhe Hbf,526503,123097,48.993732,8.401071,
Karlsruhe Hbf,526503,136800,48.99332,8.401422,
Karlsruhe Hbf,526503,160312,48.99313,8.401503,
Karlsruhe Hbf,526503,218550,48.99302,8.401575,
Karlsruhe Hbf,526503,313563,48.993557,8.401179,
Karlsruhe Hbf,526503,413150,48.993515,8.402181,
Karlsruhe Hbf,526503,436273,48.992954,8.40161,
Karlsruhe Hbf,526503,459762,48.993473,8.401179,
Karlsruhe Hbf,526503,6012,48.993355,8.401269,
Karlsruhe Hbf,526503,605043,48.99385,8.401009,
Karlsruhe Hbf,526503,93547,48.993675,8.401116,
Karlsruhe-Durlach,,128305,49.00225,8.462759,1
Karlsruhe-Durlach,128305,160503,49.002167,8.462489,
Karlsruhe-Durlach,128305,287143,49.00207,8.462597,
Karlsruhe-Durlach,128305,604943,49.002155,8.462328,
Kassel Bahnhof Wilhelmshöhe,,415300,51.31313,9.44705,1
Kassel Hauptbahnhof,,377688,51.31809,9.490313,1
Kassel Hbf,377688,612862,51.31826,9.489501,
Kassel-Wilhelmshöhe,415300,117672,51.312435,9.448181,
Katowice,,377189,50.257515,19.017164,1
Katowice,377189,143470,50.257515,19.017164,
Kaufbeuren,,35518,47.87543,10.629495,1
"Kaufbeuren, Bahnhof",35518,278842,47.87554,10.628714,
"Kaufbeuren, Bahnhof",35518,334025,47.875595,10.628795,
Kedzierzyn Kozle,,548292,50.34436,18.204765,1
Kedzierzyn Kozle,548292,277054,50.34436,18.204765,
Kehl,552319,305734,48.576656,7.806556,
Kehl Bahnhof,,552319,48.57667,7.806818,1
Kehl(Gr),,587268,48.575645,7.801118,1
Kehl(Gr),587268,328633,48.575645,7.801118,
Keitum,,364350,54.888996,8.368841,1
Keitum,364350,524701,54.888973,8.368772,
Kempten (Allgäu) Hbf,,619334,47.711746,10.317618,1
Kempten(Allgäu)Hbf,619334,28607,47.71209,10.317591,
Kempten(Allgäu)Hbf,619334,5191,47.71185,10.317483,
Kempten(Allgäu)Hbf,619334,80944,47.7118,10.317645,
Kiel Hauptbahnhof,,94766,54.315582,10.131145,1
Kirchberg in Tirol,,50488,47.448917,12.309101,1
Kirchberg in Tirol,50488,153606,47.448917,12.309101,
Kitzbühel,,384186,47.45411,12.391045,1
Kitzbühel,384186,532082,47.45411,12.391045,
Kitzbühel Hahnenkamm,,316608,47.44339,12.389856,1
Kitzbühel Hahnenkamm,316608,134072,47.44339,12.389856,
Klagenfurt Hbf,,292628,46.615585,14.313569,1
Klagenfurt Hbf,292628,521906,46.615585,14.313569,
Klanxbüll,,56701,54.86234,8.675999,1
Klanxbüll,56701,374528,54.862103,8.676329,
Koblenz Hauptbahnhof,,126660,50.350925,7.588339,1
Koblenz Hauptbahnhof,126660,59876,50.35007,7.590414,
Koblenz Hauptbahnhof,126660,7000,50.350533,7.590459,
Koblenz Hbf,126660,347654,50.350525,7.58859,
Koblenz Hbf,126660,354761,50.350548,7.58824,
Koblenz Hbf,126660,487637,50.350914,7.588393,
Koblenz Hbf,126660,615653,50.35051,7.588788,
Koebenhavn H,,67307,55.67272,12.564617,1
Koebenhavn H,67307,302440,55.67272,12.564617,
Kolding st,,395258,55.49084,9.481528,1
Kolding st,395258,332690,55.49084,9.481528,
Kolin(CZ),,197950,50.025436,15.214279,1
Kolin(CZ),197950,250843,50.025436,15.214279,
Konin,,502824,52.231396,18.253336,1
Konin,502824,182918,52.231396,18.253336,
Konstanz,553968,121164,47.658752,9.177312,
Konstanz,553968,460568,47.658836,9.177414,
Konstanz Bahnhof,,553968,47.658794,9.17727,1
Korsoer st,,520473,55.3572,11.135125,1
Korsoer st,520473,21454,55.3572,11.135125,
Krakow Glowny,,200061,50.067196,19.947426,1
Krakow Glowny,200061,379952,50.067196,19.947426,
Krakow Plaszow,,282499,50.03509,19.974894,1
Krakow Plaszow,282499,616925,50.03509,19.974894,
Kranj,,332811,46.23901,14.348167,1
Kranj,332811,371655,46.23901,14.348167,
Krefeld Hbf,,21805,51.325623,6.568194,1
Krefeld Hbf,21805,378995,51.325672,6.569398,
Krefeld Hbf,21805,561220,51.32541,6.569613,
Kreuztal,540865,100283,50.95596,7.991961,
Kreuztal,540865,201046,50.956028,7.991696,
Kreuztal,540865,325462,50.955246,7.992805,
Kreuztal Bf,,540865,50.956024,7.991691,1
Kronach,,190031,50.23961,11.320111,1
Kronach,190031,349563,50.239956,11.320291,
Kronach,190031,380097,50.239956,11.320165,
Krumpendorf/Wörthersee,,618771,46.62633,14.221512,1
Krumpendorf/Wörthersee,618771,24033,46.62633,14.221512,
Kufstein,,136449,47.58308,12.16555,1
Kufstein,136449,552350,47.58308,12.16555,
Kutno,,124329,52.226963,19.348616,1
Kutno,124329,541126,52.226963,19.348616,
Kuty,,1072,48.661892,17.047695,1
Kuty,1072,219372,48.661892,17.047695,
Kuty(Gr),,165654,48.71108,17.000406,1
Kuty(Gr),165654,114613,48.71108,17.000406,
Köln Ehrenfeld Bf Ehrenfeld,,519434,50.951527,6.91727,1
Köln Hbf,,395814,50.94303,6.958727,1
Köln Hbf,395814,225501,50.943497,6.958943,
Köln Hbf,395814,239698,50.94323,6.958332,
Köln Hbf,395814,296166,50.9434,6.958719,
Köln Hbf,395814,298317,50.943134,6.95809,
Köln Hbf,395814,373438,50.943333,6.958566,
Köln Hbf,395814,402236,50.94303,6.958729,
Köln Hbf,395814,420047,50.943436,6.958808,
Köln Hbf,395814,470586,50.9433,6.958485,
Köln Hbf,395814,483915,50.943195,6.958251,
Köln Messe/Deutz,439423,436844,50.940674,6.975858,
Köln Messe/Deutz,439423,594762,50.940876,6.975921,
Köln Messe/Deutz Bf,,439423,50.940876,6.974996,1
Köln Messe/Deutz Gl.11-12,439423,15357,50.9416,6.973954,
Köln Messe/Deutz Gl.11-12,439423,424546,50.941723,6.974067,
Köln Messe/Deutz Gl.11-12,439423,544023,50.941566,6.973855,
Köln Süd,352063,145595,50.9273,6.938059,
Köln Süd,352063,38062,50.92764,6.937572,
Köln Süd Bf,,352063,50.9273,6.938048,1
Köln-Ehrenfeld,519434,13457,50.951534,6.917276,
Köln-Ehrenfeld,519434,241497,50.951744,6.917621,
Köln-Ehrenfeld,519434,504776,50.95164,6.91763,
Köln/Bonn Flughafen,577278,377588,50.879154,7.119158,
Köln/Bonn Flughafen,577278,403483,50.879063,7.11958,
Königs Wusterhausen,227990,538056,52.29666,13.63135,
Köthen,,615330,51.75193,11.989358,1
Köthen,615330,308300,51.75193,11.989358,
Lahr(Schwarzw),,379643,48.340958,7.835572,1
Lahr(Schwarzw),379643,151811,48.340958,7.835572,
Lancut,,550229,50.08143,22.227507,1
Lancut,550229,105986,50.08143,22.227507,
Landeck-Zams,,439801,47.148243,10.578392,1
Landeck-Zams,439801,70373,47.148243,10.578392,
Landquart,,279179,46.96744,9.554045,1
Landquart,279179,412767,46.96744,9.554045,
Landstuhl,498792,516412,49.416283,7.56624,
"Landstuhl, Bahnhof",,498792,49.416332,7.566159,1
Langen (Hessen) Bahnhof,,380985,49.993587,8.657159,1
Langen am Arlberg,,340059,47.13172,10.120375,1
Langen am Arlberg,340059,576943,47.13172,10.120375,
Langenhagen Bahnhof Mitte,,161413,52.44028,9.726024,1
Langenhagen Mitte,161413,330272,52.440155,9.725539,
Langenhagen Mitte,161413,541784,52.440178,9.725413,
Leer(Ostfriesl),,476169,53.23141,7.465229,1
Leer(Ostfriesl),476169,452741,53.231438,7.46537,
Legnica,,560717,51.21385,16.168922,1
Legnica,560717,337874,51.21385,16.168922,
Lehrte,,434037,52.37663,9.974031,1
Lehrte,434037,584142,52.37672,9.974599,
Leipzig Hbf,,351083,51.34547,12.382064,1
Leipzig Hbf,351083,499056,51.34547,12.382064,
Leipzig/Halle Flughafen,,209507,51.42334,12.223426,1
Leipzig/Halle Flughafen,209507,513828,51.42334,12.223426,
Lennestadt-Altenhundem,269258,501269,51.103645,8.071282,
Lennestadt-Altenhundem Bf,,269258,51.10413,8.071516,1
Lennestadt-Grevenbrück,125333,283937,51.14155,8.018138,
Lennestadt-Grevenbrück,125333,393035,51.141613,8.018227,
Lennestadt-Grevenbrück Bf,,125333,51.141777,8.017976,1
Leoben Hbf,,215286,47.386604,15.089603,1
Leoben Hbf,215286,160147,47.386604,15.089603,
Lesce-Bled,,285396,46.360416,14.157971,1
Lesce-Bled,285396,574479,46.360416,14.157971,
Letmathe,616487,24436,51.362705,7.618091,
Letmathe,616487,489620,51.36284,7.618397,
Letmathe,616487,62930,51.362785,7.61801,
Lichtenfels,,340819,50.146454,11.059474,1
Lichtenfels Bahnhof,340819,235867,50.14574,11.05995,
Lichtenfels Bahnhof,340819,303562,50.146103,11.06039,
Liestal,,418822,47.484375,7.731353,1
Liestal,418822,36004,47.484375,7.731353,
Liezen,,485667,47.56271,14.241886,1
Liezen,485667,238597,47.56271,14.241886,
Limburg (Lahn) Süd (ICE),,128600,50.38191,8.095532,1
Limburg Süd,128600,102333,50.3819,8.095546,
Limburg Süd,128600,545722,50.382423,8.09593,
Lindau-Reutin,,455509,47.552383,9.703287,1
Lindau-Reutin,455509,121850,47.552383,9.703292,
Lingen(Ems),2973,512475,52.519867,7.321731,
"Lingen, Bahnhof",,2973,52.51964,7.32127,1
Linz Hbf,,286721,48.29018,14.292131,1
Linz Hbf,286721,615938,48.29018,14.292131,
Lippstadt,415882,474859,51.67074,8.349113,
Lippstadt,415882,504912,51.670666,8.348161,
"Lippstadt, Bustreff Bahnhof",,415882,51.67069,8.348781,1
Liège-Guillemins,,446976,50.62436,5.566483,1
Liège-Guillemins,446976,336870,50.62436,5.566483,
Ljubljana,,93051,46.05869,14.512937,1
Ljubljana,93051,287776,46.05869,14.512937,
Lubin,,298062,51.39612,16.193586,1
Lubin,298062,281467,51.39612,16.193586,
Ludwigsburg,,260401,48.892082,9.185229,1
Ludwigsburg,260401,414474,48.892147,9.185409,
Ludwigshafen(Rh)Hbf,323523,3793,49.47522,8.432333,
"Ludwigshafen, Hauptbahnhof",,323523,49.476994,8.433321,1
Ludwigslust,619341,11818,53.335045,11.494205,
Ludwigslust,619341,175456,53.335007,11.494151,
Ludwigslust,619341,229963,53.334885,11.49398,
Ludwigslust,619341,280252,53.33467,11.494491,
Ludwigslust Bahnhof,,619341,53.334454,11.494384,1
Ludwigsstadt,,538971,50.486584,11.382993,1
Ludwigsstadt Bahnhof,538971,389500,50.48694,11.383083,
Lunderskov st,,212512,55.48012,9.303791,1
Lunderskov st,212512,133883,55.48012,9.303791,
Lutherstadt Wittenberg Hbf,,45498,51.86781,12.662285,1
Lutherstadt Wittenberg Hbf,45498,294304,51.86781,12.662285,
Lübben(Spreewald),235255,138593,51.93978,13.877006,
Lübben(Spreewald),235255,69486,51.939842,13.877132,
"Lübben, Bahnhof",,235255,51.939842,13.877383,1
Lübbenau(Spreewald),315688,428959,51.862026,13.961095,
Lübbenau(Spreewald),315688,554495,51.862095,13.961176,
"Lübbenau, Bahnhof",,315688,51.862114,13.962173,1
Lübeck Hbf,,38248,53.867214,10.668884,1
Lübeck Hbf,38248,213044,53.8676,10.668868,
Lüneburg,,359103,53.249966,10.419999,1
Lüneburg,359103,14680,53.24953,10.419999,
Lüneburg,359103,249098,53.249535,10.419739,
Lüneburg,359103,37187,53.24953,10.418176,
MG Hbf /Europaplatz,,482675,51.196583,6.446113,1
MG Rheydt Hbf,,377466,51.163162,6.441055,1
Maasbüll(b Niebüll),,103325,54.754414,8.812732,1
Maasbüll(b Niebüll),103325,330994,54.754414,8.812732,
Magdeburg Hbf,,278022,52.130512,11.626963,1
Magdeburg Hbf,278022,46229,52.130512,11.626963,
Mainz Hbf,595824,615694,50.001118,8.25872,
"Mainz, Hauptbahnhof",,595824,50.00145,8.258419,1
Mallnitz-Obervellach,,98260,46.981213,13.176498,1
Mallnitz-Obervellach,98260,364091,46.981213,13.176498,
Mannheim Hbf,171769,124077,49.478836,8.469559,
Mannheim Hbf,171769,216114,49.47901,8.469757,
Mannheim Hbf,171769,243395,49.47928,8.47008,
Mannheim Hbf,171769,291998,49.479076,8.46982,
Mannheim Hbf,171769,352569,49.479355,8.468921,
Mannheim Hbf,171769,423575,49.47923,8.470026,
Mannheim Hbf,171769,569891,49.479134,8.4699,
"Mannheim, Hauptbahnhof",,171769,49.479748,8.469936,1
Marburg Hauptbahnhof,,72418,50.819263,8.774011,1
Marburg(Lahn),72418,607949,50.81922,8.775031,
Marburg(Lahn),72418,70498,50.819256,8.77516,
Marienhafe,435264,398693,53.519238,7.27436,
Marienhafe Bahnhof,,435264,53.519897,7.273198,1
Memmingen,,304740,47.985584,10.18685,1
"Memmingen, Bahnhof ZOB",304740,284091,47.985085,10.186419,
"Memmingen, Bahnhof ZOB",304740,532062,47.984997,10.186392,
Meppen,98618,101476,52.696022,7.298015,
"Meppen, Bahnhof",,98618,52.69565,7.298111,1
Miechow,,300816,50.35442,20.011295,1
Miechow,300816,603751,50.35442,20.011295,
Minden(Westf),93490,350661,52.29061,8.934859,
Minden(Westf),93490,544151,52.290154,8.934859,
"Minden, Bahnhof",,93490,52.29014,8.934734,1
Montabaur,122814,172153,50.444836,7.825333,
Montabaur Bf,,122814,50.44483,7.825323,1
Mosonmagyarovar,,454044,47.850357,17.266424,1
Mosonmagyarovar,454044,72398,47.850357,17.266424,
Murnau,,226608,47.682266,11.192631,1
Murnau,226608,406,47.68262,11.192559,
Murnau,226608,599855,47.682854,11.193053,
Mönchengladbach Hbf,482675,225849,51.196697,6.446014,
Mönchengladbach Hbf,482675,23871,51.196808,6.44578,
Mönchengladbach Hbf,482675,325356,51.19659,6.44623,
Mönchengladbach Hbf,482675,379199,51.19677,6.445852,
Mühlacker,74218,45822,48.95299,8.846079,
Mühlacker Bahnhof,,74218,48.95299,8.846079,1
Mülheim Hauptbahnhof,,46331,51.430553,6.886431,1
Mülheim(Ruhr)Hbf,46331,512477,51.43114,6.886665,
Mülheim(Ruhr)Hbf,46331,54540,51.431454,6.88679,
Müllheim (Baden) Bahnhof,,137733,47.809597,7.599487,1
Müllheim im Markgräflerland,137733,18922,47.809742,7.599332,
München Hbf,,594894,48.14029,11.559602,1
München Hbf,594894,130503,48.141212,11.556161,
München Hbf,594894,139880,48.139828,11.553727,
München Hbf,594894,152380,48.141537,11.556224,
München Hbf,594894,175593,48.1399,11.553772,
München Hbf,594894,210115,48.14086,11.557662,
München Hbf,594894,2168,48.14141,11.556206,
München Hbf,594894,238110,48.14008,11.557518,
München Hbf,594894,258286,48.14134,11.556179,
München Hbf,594894,261321,48.140385,11.557572,
München Hbf,594894,280482,48.140705,11.557617,
München Hbf,594894,288139,48.13994,11.557491,
München Hbf,594894,309342,48.14008,11.553853,
München Hbf,594894,309406,48.13988,11.557491,
München Hbf,594894,316773,48.14097,11.557671,
München Hbf,594894,325510,48.140026,11.557518,
München Hbf,594894,375224,48.14033,11.557572,
München Hbf,594894,379225,48.140553,11.557608,
München Hbf,594894,411657,48.140812,11.557644,
München Hbf,594894,454188,48.1405,11.55759,
München Hbf,594894,481663,48.140236,11.557545,
München Hbf,594894,501551,48.140232,11.558335,
München Hbf,594894,583767,48.14065,11.557617,
München Hbf,594894,607875,48.140182,11.557527,
München Hbf,594894,609531,48.141293,11.556161,
München Ost,190923,131293,48.127388,11.605407,
München Ost,190923,631972,48.127304,11.605533,
München-Pasing,38680,420267,48.149853,11.461872,
Münster Hauptbahnhof,,344422,51.9567,7.63444,1
Münster(Westf)Hbf,344422,200569,51.95702,7.635446,
Münster(Westf)Hbf,344422,295513,51.956894,7.636452,
Münster(Westf)Hbf,344422,471680,51.95694,7.636075,
Münster(Westf)Hbf,344422,57350,51.956566,7.635715,
Münster(Westf)Hbf,344422,589175,51.95697,7.635815,
Münster(Westf)Hbf,344422,81786,51.95698,7.635743,
Nagymaros-Visegrad,,56100,47.790894,18.9588,1
Nagymaros-Visegrad,56100,322074,47.790894,18.9588,
Naumburg(Saale)Hbf,,524873,51.16307,11.796984,1
Naumburg(Saale)Hbf,524873,434326,51.16307,11.796984,
Neumarkt am Wallersee,,132730,47.95532,13.225574,1
Neumarkt am Wallersee,132730,82548,47.95532,13.225574,
Neumünster,,305535,54.07566,9.979757,1
Neumünster,305535,33227,54.075672,9.979839,
Neuss Hauptbahnhof,,567703,51.203526,6.683106,1
Neuss Hbf,567703,315528,51.205223,6.684885,
Neuss Hbf,567703,383754,51.204617,6.685936,
Neuss Hbf,567703,504559,51.204807,6.685613,
Neustadt(Weinstr)Hbf,214613,472838,49.34955,8.141557,
"Neustadt, Hauptbahnhof",,214613,49.35004,8.139985,1
"Neustadt, Hauptbahnhof",214613,527853,49.349648,8.141584,
Neustrelitz Hauptbahnhof,,587916,53.359474,13.07435,1
Neustrelitz Hbf,587916,445382,53.359283,13.074503,
Niebüll,,396848,54.78956,8.834768,1
Niebüll,396848,134623,54.789566,8.834805,
Niebüll,396848,445259,54.789547,8.834721,
Niebüll neg,,452623,54.78955,8.832959,1
Niebüll neg,452623,457595,54.78955,8.832959,
Nienburg(Weser),,377181,52.645344,9.217862,1
Nienburg(Weser),377181,110228,52.645363,9.2179,
Norddeich,259977,496164,53.62158,7.160824,
Norddeich Mole,106236,382159,53.62432,7.158739,
Norddeich(Norden),,259977,53.62152,7.160884,1
Norddeich(Norden) Mole,,106236,53.62432,7.158739,1
Norden,125459,322118,53.588104,7.219352,
Norden(Ostfriesl),,125459,53.588013,7.219321,1
Nove Zamky,,3344,47.995003,18.173956,1
Nove Zamky,3344,321169,47.995003,18.173956,
Nyborg st,,534997,55.314068,10.802921,1
Nyborg st,534997,89331,55.314068,10.802921,
Nürnberg Hbf,,371908,49.445614,11.082992,1
Nürnberg Hbf,371908,167460,49.44801,11.082327,
Nürnberg Hbf,371908,184788,49.445267,11.082363,
Nürnberg Hbf,371908,203793,49.44541,11.082291,
Nürnberg Hbf,371908,25188,49.445053,11.08248,
Nürnberg Hbf,371908,272146,49.445644,11.082165,
